title,author,category,keywords,summary
Technological Development Earthquake,/authors/OL4085315A,Buildings,"Buildings, Earthquake engineering, Damping, Earthquake resistant design, Seismic waves, Earthquake effects, Buildings, earthquake effects",
Tractatus de diversis historiis Romanorum et quibusdam aliis. Verfasst in Bologna i.J. 1326. Nach einer Handschrift in Wolfenbuttel hrsg. Erlangen 1893. Reprint,/authors/OL4085463A,,,
Die sogenannte Theologie des Aristoteles aus arabischen Handschriften zum ersten Mal hrsg. (Arabischer Text). Leipzig 1882. Nachdruck,/authors/OL2068021A,,,
"Withdrawal and Recall of Dangerous Products in the European Community and the Member States (Environment and Quality of Life, 2)",/authors/OL4085799A,Product recall,"Product recall, Product safety",
Ghent Superplan,/authors/OL4085926A,,,
"Coulometric Electrode Array Detectors for Hplc (Progress in Hplc-Hpce , Vol 6)",/authors/OL4086076A,High performance liquid chromatography,High performance liquid chromatography,
Tell Melebiya. Cinq campagnes de recherches sur le Moyen-Khabour. (1984-1988),/authors/OL4086394A,Excavations (Archaeology),"Excavations (Archaeology), Antiquities",
Intro.to River Water Quality,/authors/OL4086856A,,,
Kees Bol 1974-1991,/authors/OL4086872A,,,
L' artillerie à l'armée belge,/authors/OL4087011A,History,"History, Artillery, History, Military, Military History, Belgium. Armée. Artillerie, Belgium, Belgium. Armée",
"Extended Abstracts of 65th Eage Conference Stavanger June 2-5, 2003",/authors/OL4087135A,,,
"Improved Oil Recovery, 1997 the Hague",/authors/OL4087137A,,,
Let's Stick Together,/authors/OL4087338A,,,
W.S. UNGER (1889-1963)  Een Eigengereid Economisch Historicus,/authors/OL4087710A,,,
Embrace Tiger Return to Mountain the Ess,/authors/OL4087765A,,,
Public Dissatisfaction & the Conflict Behavior of States,/authors/OL4088055A,International relations,"International relations, Political aspects, Territorial Jurisdiction, Public opinion, Conflicten, Vijandigheid, Staten, Publieke opinie",
Swedish-English Modern Dictionary,/authors/OL4088069A,,,
Neutral Pion Production in Proton-Proton Collisions Close to the Kinematical Threshold,/authors/OL4088144A,Pion production,"Pion production, Proton-proton interactions",
Growth Hormone Regulation of Hepatic Drug-Metabolising Enzymes in Humans and Rats,/authors/OL4088166A,,,
Structure and Stability of Liposomes,/authors/OL4088233A,,,
Micro-Dialysis As a Tool in Pharmacokinetic-Pharmacodynamic Studies Investigating the Brain Distribution and Effect Delay of Morphine and,/authors/OL4088338A,,,
Characterisation of Ctbp,/authors/OL4088530A,,,
Software Techniques for Distributed Shared Memory,/authors/OL4088719A,,,
Banden mellan oss,/authors/OL4088925A,Teacher-student relationships,Teacher-student relationships,
Eurocrats at Work,/authors/OL4088949A,Manpower policy,"Manpower policy, European Union",
Cirugia Laparoscopica En Ginecologia,/authors/OL4089239A,,,
Kungalv,/authors/OL4089557A,,,
Schitouren Innsbruck und Umgebung. Die besten Tipps für jeden Monat Ihres Tourenwinters,/authors/OL4090141A,,,
Dictionary of Orthopaedic Etymology,/authors/OL4090644A,,,
Additional Symmetries and Exactly Solvable Models in Two Dimensional Conformal Field Theory,/authors/OL4090760A,,,
Graphologie für Einsteiger. Handschriftendeutung leichtgemacht,/authors/OL4091019A,,,
Weg damit. Business ohne Ballast,/authors/OL4091045A,,,
Schwarzbuch Banken,/authors/OL4091073A,,,
treffend werben,/authors/OL4091128A,,,
Das Alphorn,/authors/OL4091485A,Alphorn,Alphorn,
Der kulinarische König. Essen und trinken wie August der Starke,/authors/OL4091735A,,,
Arthur Schopenhauer in Selbstzeugnissen und Bilddokumenten,/authors/OL134777A,,,
A história do Brasil são outros 500,/authors/OL94625A,Anecdotes,"Anecdotes, History",
"In Worte gefasstes, gedankliches Feuer",/authors/OL4092825A,,,
Niels Hewik Abel,/authors/OL4093009A,,,
Mir geschehe nach deinem Wort,/authors/OL4094276A,,,
Ich wünsche dir Zeit. Die schönsten Gedichte,/authors/OL4095210A,,,
Dirk und Desiree,/authors/OL4095645A,,,
Das Nibelungenepos. Wertung und Wirkung von der Romantik bis zur Gegenwart,/authors/OL4095800A,,,
Maria Stein. Edelweißstraße 7 in München - Giesing. Edelweißstraße 7/III. 92 Jahre Giesinger Lebensgeschichte,/authors/OL4097333A,Biography,"Biography, Social life and customs, History",
Auf einer Harley-Davidson möchte ich sterben,/authors/OL4097947A,,,
Hunting the 'I' according to Sri Ramana Maharshi,/authors/OL4098116A,Self-realization,"Self-realization, Philosophy, Hindu, Hindu Philosophy",
Das Ende als Wende. Gedanken über ein Leben mit dem Tod,/authors/OL4098594A,,,
Die Goldmacher. Die Erfinder des Meissener Porzellans,/authors/OL4098607A,,,
"Zé Pelintra, o rei da malandragem",/authors/OL94694A,"Gods, Umbanda","Gods, Umbanda, Umbanda (Cult), Umbanda Gods",
A ideologia do século XX,/authors/OL94751A,Ideology,"Ideology, Fascism, Socialism, Communism, Nationalism, History","""Desde un punto de vista liberal en lo político y lo económico, examina críticamente ideologías como el socialismo, el nacionalismo, el marxismo y el fascismo, entre otras. Con el mismo enfoque revisa críticamente el nacionalismo y otros aspectos ideológicos de Brasil, hasta fechas recientes. Un capítulo se dedica a la crítica de la teoría de la dependencia""--Handbook of Latin American Studies, v. 58."
Duelos no serpentário,/authors/OL94785A,Intellectual life,"Intellectual life, History, Intellectuals, Brazilian literature, History and criticism",
Comentários à Lei do representante comercial,/authors/OL94855A,Commercial agents,Commercial agents,
"Survey of Economic and Social Conditions in Africa, 1984-85/E.87.Ii.K.3 (Survey of Economic and Social Conditions in Africa)",/authors/OL7956A,,,
Annual Report on the Work of the Organization,/authors/OL4109878A,,,
Mundo chico,/authors/OL94927A,,,
Looking Beyond Tomorrow,/authors/OL4110915A,Recherche,"Recherche, Research",
Forecasting Skilled-Manpower Needs,/authors/OL4110919A,,,
Benchmark Study of Shear Buckling of a Cylindrical Vessel (Nuclear Science and Technology),/authors/OL4111400A,,,
An Energy Valorization and Purification of Brewery Effluent,/authors/OL4111426A,,,
O canto das criaturas,/authors/OL94948A,Poetry,Poetry,
Effects of computer use on mathematics achievement,/authors/OL4112139A,Mathematics,"Mathematics, Academic achievement, Computer-assisted instruction, Study and teaching (Elementary)",
Des Kaisers neue Kleider. Der Schwindel der Moderne,/authors/OL4112671A,Modern Art,Modern Art,
Münzfunde aus Ägypten,/authors/OL4113020A; /authors/OL4113021A,Coin hoards,"Coin hoards, Coins, Roman, Roman Coins, Münze, Römerzeit",
Elektro Impeller,/authors/OL4113469A,,,
Craniosacrale Osteopathie,/authors/OL4114460A,,,
Die Steuerberaterprüfung 1. Ertragsteuerrecht,/authors/OL4114903A,,,
IAS kompakt. Leitfaden für die Umstellung im Unternehmen,/authors/OL4115025A,,,
Frohliche Violine Volume 2,/authors/OL4116126A,,,
"Henry Madin, 1698-1748",/authors/OL4116172A,Composers,"Composers, Music, History and criticism, Criticism and interpretation, Biography, Compositeurs",
Sammlung Oskar Reinhart 'Am Römerholz' Winterthur,/authors/OL4116292A,K unste und Unterhaltung,"K unste und Unterhaltung, OUR Brockhaus selection, Catalogs, European Art, Art, Sammlung Oskar Reinhart ""Am Römerholz"", Art collections",
Ein neuer Himmel und eine neue Erde. Gottesdienste zu weltlichen Themen und Anlässen,/authors/OL4116293A,,,
Historia de la fisiología en el Uruguay,/authors/OL95013A,Physiology,"Physiology, History, History of Medicine, Modern, Modern History of Medicine, History, Modern 1601-",
Frauen revolutionieren die Arbeitswelt. Das Handbuch zur Chancengerechtigkeit,/authors/OL4117834A,Sex discrimination in employment,"Sex discrimination in employment, Women executives",
Der westdeutsche Wohnungsmarkt. Ein dynamisches Teilmarktmodell,/authors/OL4117925A,,,
Supply Chain Costing,/authors/OL4117972A,,,
"Ai, zai duo yi xie",/authors/OL4118002A,,,
Handbuch Coaching. Innovatives Management,/authors/OL4118470A,,,
"Percussion Workshop. Die einzigartige Methode, nicht nur für Anfänger",/authors/OL4118757A,,,
Bild und Sprache bei Lessing,/authors/OL4119193A,Metaphor,"Metaphor, Language",
Kanal- Geschichten,/authors/OL4119340A,,,
Selbstmedikation in Deutschland. Eine ökonomische und gesundheitspolitische Analyse,/authors/OL4120040A,Self medication,"Self medication, Pharmaceutical policy",
Practical Geriatrics,/authors/OL4120238A,Geriatrics,"Geriatrics, Older people, Medicine, Practice, Family Practice",
Melatonin Rhythm Generating System,/authors/OL4120327A,Pineal gland,"Pineal gland, Congresses, Circadian rhythms, Melatonin, Developmental neurobiology, Circadian Rhythm, Physiology, Growth & development, Innervation",
"Nutrition, Food, and Drug Interactions in Man",/authors/OL4120406A,,,
"Amorolfine, a Breakthrough in Topical Antimyocotic Therapy (Dermatology)",/authors/OL4120765A,Dermatology,Dermatology,
Cardiac Ion Channels (CELLULAR PHYSIOLOGY AND BIOCHEMISTRY),/authors/OL4121209A,Biochemistry,Biochemistry,
Growth Hormone and Growth Factors in Endocrinology and Metabolism,/authors/OL4121698A,Somatotropin,"Somatotropin, Endocrinology, Growth factors",
VOF ( Verdingungsordnung für freiberufliche Leistungen) leicht gemacht. Leitfaden für die Praxis,/authors/OL4122297A,,,
Säuglings- und Kleinkinderschwimmen. Ein Elternratgeber,/authors/OL4122394A,,,
ʼAyds,/authors/OL95170A,,,
Yuan Baohua jing ji wen ji,/authors/OL4134178A,Economic policy,Economic policy,
Yi mian zhi ci,/authors/OL4134234A,Aphorisms and apothegms,Aphorisms and apothegms,
Cao Cao ping zhuan,/authors/OL4134307A,Statesmen,"Statesmen, Biography, History",
Fu shi yu Zhongguo wen hua (Zhongguo wen hua xin lun cong shu),/authors/OL4134313A,Clothing and dress,"Clothing and dress, History, Costume, Social life and customs, Civilization",
Atmospheric Heavy Metal Deposition in Northern Europe 1990 (Environment S.: Monitoring),/authors/OL4135112A,,,
Caperucita Roja / Little Red Riding Hood,/authors/OL4135420A,,,
The Historias y Cuentos del a,/authors/OL4135596A,Alphabet,"Alphabet, Writing, History",
Historia del Desarrollo Social de la Argentina,/authors/OL4135942A,Adult education,"Adult education, History",
Pelota Cibernetica,/authors/OL4136013A,Soccer,"Soccer, World Cup (Soccer), History, World Cup (Soccer) (uri) http://id.loc.gov/authorities/names/n98090291 (uri) http://viaf.org/viaf/sourceID/LC|n98090291",
Materiales Dentales,/authors/OL4136134A,,,
The Manual de Laboratorio de Osm Para Examen de Semen,/authors/OL4136149A,,,
+que Paso Con Los Animales?/what Happen To My Animals (Ecocuentos),/authors/OL4136847A,,,
Fundamentos de Un Modelo Integra / Family Psychoanalytic Clinical Work,/authors/OL4137008A,,,
"Oficio de Analista, El",/authors/OL4137084A,,,
Como Redactar un Tema,/authors/OL4137253A,,,
Sobre Tontos y Sabios,/authors/OL4137779A,,,
Manual de Derecho Procesal - 2 Tomos,/authors/OL4137985A,Procedure (Law),Procedure (Law),
El Paraiso de las Cortaderas,/authors/OL4138172A,,,
Lineamientos Para El Cuidado Nutricional,/authors/OL4138333A,,,
Invasores,/authors/OL4138387A,Invertebrates,"Invertebrates, Biological invasions",
Vater und Kind,/authors/OL4138670A,,,
' Neue Männer' und Gewalt. Gewaltfacetten in reflexiven männlichen Selbstbeschreibungen,/authors/OL4139067A,Men,"Men, Violence, Abusive men, Masculinity",
Reading for fun.,/authors/OL4139253A,,,
Die Siedler 4 Mission CD,/authors/OL4139810A,,,
Rippen Xtreme. PC Underground,/authors/OL4140006A,,,
Stadtplan Marl,/authors/OL4140019A,,,
Schäden an elastischen und textilen Bodenbelägen,/authors/OL4140044A,,,
Graffiti- Schutzsysteme für Fassadenbaustoffe,/authors/OL4140318A,,,
Ein Mörder bittet zu Tisch,/authors/OL4140987A,,,
Insolvenzpraxis,/authors/OL4142203A,,,
Lichterketten. Leuchtend-bunte Bastelideen,/authors/OL4142258A,,,
Window- Color. Kerzenlichter,/authors/OL4142271A,,,
Ueber bromnaphtochinondiketohydrinden und dessen umwandlung in ein biindenderivat,/authors/OL4142413A,,,
Konzept zum Aufbau eines Marktdateninformationssystems für den Energiehandel. Auf der Basis interner und externer Daten,/authors/OL4142618A,,,
Public Expenditure and Sustainability of the Regional Agricultural Project Strategy,/authors/OL4143860A,"Finance, public","Finance, public, Agriculture and state, Appropriations and expenditures, Economic policy, Rural development projects, Agricultural development projects",
LEICA R. Angewandte Leica Technik,/authors/OL4144651A,,,
Fluchtwege,/authors/OL4144754A,,,
"Kinder, die Lehrer der Zukunft",/authors/OL4144762A,,,
Efficient Visual Navigation- A Study by the Example of Hierarchically Structured Graphs,/authors/OL4144908A,,,
Europe,/authors/OL4145552A,,,
Tolerance,/authors/OL4145944A,,,
Children's Storybooks in Hardback,/authors/OL4146105A,,,
Kunstraub in Krieg Und Verfolgung,/authors/OL4146419A,Art thefts,"Art thefts, Restitution, International law, Interpretation and construction, Conflict of laws, World War, 1939-1945, Confiscations and contributions, Holocaust, Jewish (1939-1945), Reparations, Cultural property",
El grito de Alcorta,/authors/OL4146456A,Chronology,"Chronology, History, Rural conditions, Land tenure, Strikes and lockouts, Agricultural laborers",
Taekwon-Do,/authors/OL4146621A,,,
Matematica 1,/authors/OL4146680A,,,
Carpeta Para ACT. de Ciencias - 3 Egb NVA. Ed,/authors/OL4146911A,,,
Manual Practico Para La Produccion de Soja,/authors/OL4147009A,,,
Pensar La Esperanza (Vivir Bien),/authors/OL4147083A,,,
Con Los Valores Quien Se Anima (Pedagogia),/authors/OL4147104A,,,
Juegos Y Actividades Musicales (Juegos Y Dinamicas),/authors/OL4147109A,,,
Metodologia Catequista,/authors/OL4147314A,,,
Théorie et pratique de l'évaluation dans la pédagogie des activités physiques et sportives,/authors/OL4147554A,Évaluation,"Évaluation, Étude et enseignement, Sports, Éducation physique",
Los Cambios En El Poder Adquisitivo de La Moneda,/authors/OL4147706A,Accounting,"Accounting, Law and legislation, Effect of inflation on",
Analisis de Riesgos de La Actividad Bancaria,/authors/OL4147714A,,,
"Report of the Presidential Commission on the Public Service Salaries and Conditions of Service, 1998",/authors/OL95811A,Officials and employees,"Officials and employees, Salaries",
Lengua y Literatura 2 - Polimodal,/authors/OL4147794A,,,
Culturas y Esteticas Contemporaneas - Polimodal,/authors/OL4147795A,,,
The fishes,/authors/OL95812A,Fishes,"Fishes, Fisheries",
Reglamento de Atletismo 2005,/authors/OL4147846A,,,
Manual del Exportador,/authors/OL4147956A,,,
Desorganizacion Creativa - Organizacion Innovadora,/authors/OL4148019A,,,
Dejando Petalos En El Agua,/authors/OL4148184A,,,
El Ser del Educador,/authors/OL4148254A,,,
El Dinero y Las Palabras,/authors/OL4148553A,Money,"Money, Philosophy, History",
The Apostle,/authors/OL4452084A,Apostles,"Apostles, Biography, Christian saints",
Anecdotas Graciosas,/authors/OL4148878A,,,
Lenguas Perdidas,/authors/OL4149069A,,,
Virus Receptores y Correptores Celulares,/authors/OL4149079A,,,
Como Orientar La Eleccion de Una Modalidad,/authors/OL4149255A,,,
Con El Mas Alla,/authors/OL4149526A,,,
The Manzini story,/authors/OL95886A,History,History,
The Convenio Multilateral,/authors/OL4149702A,,,
Precios de Transferencia,/authors/OL4149820A,,,
Bufalo,/authors/OL3055568A,,,
Juegos Con Dados,/authors/OL4150179A,,,
Reglas De Juego Con Cartas De Poker/ Rules for Games with Poker Cards,/authors/OL4150245A,Rules,"Rules, Poker, Reglamentos",
